RECV | PKT: DATA DEST: localhost ACK# : 0 SEQ# 1
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 9 SEQ# 10
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 9 SEQ# 10
RECV | PKT: DATA DEST: localhost ACK# : 14 SEQ# 15
SND  | PKT: DATA DEST: localhost ACK# : 14 SEQ# 15
RECV | PKT: DATA DEST: localhost ACK# : 12 SEQ# 13
SND  | PKT: DATA DEST: localhost ACK# : 12 SEQ# 13
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 10 SEQ# 11
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 10 SEQ# 11
RECV | PKT: DATA DEST: localhost ACK# : 13 SEQ# 14
SND  | PKT: DATA DEST: localhost ACK# : 13 SEQ# 14
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 9 SEQ# 10
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 9 SEQ# 10
RECV | PKT: DATA DEST: localhost ACK# : 14 SEQ# 15
SND  | PKT: DATA DEST: localhost ACK# : 14 SEQ# 15
RECV | PKT: DATA DEST: localhost ACK# : 12 SEQ# 13
SND  | PKT: DATA DEST: localhost ACK# : 12 SEQ# 13
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 10 SEQ# 11
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 10 SEQ# 11
RECV | PKT: DATA DEST: localhost ACK# : 13 SEQ# 14
SND  | PKT: DATA DEST: localhost ACK# : 13 SEQ# 14
RECV | PKT: DATA DEST: localhost ACK# : 12 SEQ# 13
SND  | PKT: DATA DEST: localhost ACK# : 12 SEQ# 13
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 11 SEQ# 12
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 11 SEQ# 12
RECV | PKT: DATA DEST: localhost ACK# : 13 SEQ# 14
SND  | PKT: DATA DEST: localhost ACK# : 13 SEQ# 14
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 9 SEQ# 10
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 9 SEQ# 10
RECV | PKT: DATA DEST: localhost ACK# : 14 SEQ# 15
RECV | PKT: DATA DEST: localhost ACK# : 12 SEQ# 13
SND  | PKT: DATA DEST: localhost ACK# : 12 SEQ# 13
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 10 SEQ# 11
RECV | PKT: DATA DEST: localhost ACK# : 13 SEQ# 14
SND  | PKT: DATA DEST: localhost ACK# : 13 SEQ# 14
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 11 SEQ# 12
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 12 SEQ# 13
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 12 SEQ# 13
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 13 SEQ# 14
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 13 SEQ# 14
RECV | PKT: DATA DEST: localhost ACK# : 16 SEQ# 17
SND  | PKT: DATA DEST: localhost ACK# : 16 SEQ# 17
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 14 SEQ# 15
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 14 SEQ# 15
RECV | PKT: DATA DEST: localhost ACK# : 17 SEQ# 18
SND  | PKT: DATA DEST: localhost ACK# : 17 SEQ# 18
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 15 SEQ# 16
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 15 SEQ# 16
RECV | PKT: DATA DEST: localhost ACK# : 18 SEQ# 19
SND  | PKT: DATA DEST: localhost ACK# : 18 SEQ# 19
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 16 SEQ# 17
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 16 SEQ# 17
RECV | PKT: DATA DEST: localhost ACK# : 19 SEQ# 20
SND  | PKT: DATA DEST: localhost ACK# : 19 SEQ# 20
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 17 SEQ# 18
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 17 SEQ# 18
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 18 SEQ# 19
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 19 SEQ# 20
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 19 SEQ# 20
RECV | PKT: DATA DEST: localhost ACK# : 12 SEQ# 13
SND  | PKT: DATA DEST: localhost ACK# : 12 SEQ# 13
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 10 SEQ# 11
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 10 SEQ# 11
RECV | PKT: DATA DEST: localhost ACK# : 13 SEQ# 14
SND  | PKT: DATA DEST: localhost ACK# : 13 SEQ# 14
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 11 SEQ# 12
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 11 SEQ# 12
RECV | PKT: DATA DEST: localhost ACK# : 14 SEQ# 15
SND  | PKT: DATA DEST: localhost ACK# : 14 SEQ# 15
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 12 SEQ# 13
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 12 SEQ# 13
RECV | PKT: DATA DEST: localhost ACK# : 15 SEQ# 16
SND  | PKT: DATA DEST: localhost ACK# : 15 SEQ# 16
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 13 SEQ# 14
RECV | PKT: DATA DEST: localhost ACK# : 16 SEQ# 17
SND  | PKT: DATA DEST: localhost ACK# : 16 SEQ# 17
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 10 SEQ# 11
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 10 SEQ# 11
RECV | PKT: DATA DEST: localhost ACK# : 17 SEQ# 18
SND  | PKT: DATA DEST: localhost ACK# : 17 SEQ# 18
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 12 SEQ# 13
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 12 SEQ# 13
RECV | PKT: DATA DEST: localhost ACK# : 18 SEQ# 19
SND  | PKT: DATA DEST: localhost ACK# : 18 SEQ# 19
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 13 SEQ# 14
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 13 SEQ# 14
RECV | PKT: DATA DEST: localhost ACK# : 19 SEQ# 20
SND  | PKT: DATA DEST: localhost ACK# : 19 SEQ# 20
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 10 SEQ# 11
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 10 SEQ# 11
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 13 SEQ# 14
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 13 SEQ# 14
RECV | PKT: DATA DEST: localhost ACK# : 13 SEQ# 14
SND  | PKT: DATA DEST: localhost ACK# : 13 SEQ# 14
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 12 SEQ# 13
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 12 SEQ# 13
RECV | PKT: DATA DEST: localhost ACK# : 14 SEQ# 15
SND  | PKT: DATA DEST: localhost ACK# : 14 SEQ# 15
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 14 SEQ# 15
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 14 SEQ# 15
RECV | PKT: DATA DEST: localhost ACK# : 15 SEQ# 16
SND  | PKT: DATA DEST: localhost ACK# : 15 SEQ# 16
RECV | PKT: DATA DEST: localhost ACK# : 12 SEQ# 13
SND  | PKT: DATA DEST: localhost ACK# : 12 SEQ# 13
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 17 SEQ# 18
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 17 SEQ# 18
RECV | PKT: DATA DEST: localhost ACK# : 13 SEQ# 14
SND  | PKT: DATA DEST: localhost ACK# : 13 SEQ# 14
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 11 SEQ# 12
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 11 SEQ# 12
RECV | PKT: DATA DEST: localhost ACK# : 14 SEQ# 15
SND  | PKT: DATA DEST: localhost ACK# : 14 SEQ# 15
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 12 SEQ# 13
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 12 SEQ# 13
RECV | PKT: DATA DEST: localhost ACK# : 14 SEQ# 15
SND  | PKT: DATA DEST: localhost ACK# : 14 SEQ# 15
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 11 SEQ# 12
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 11 SEQ# 12
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 11 SEQ# 12
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 11 SEQ# 12
RECV | PKT: DATA DEST: localhost ACK# : 14 SEQ# 15
SND  | PKT: DATA DEST: localhost ACK# : 14 SEQ# 15
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 12 SEQ# 13
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 12 SEQ# 13
RECV | PKT: DATA DEST: localhost ACK# : 15 SEQ# 16
SND  | PKT: DATA DEST: localhost ACK# : 15 SEQ# 16
RECV | PKT: DATA DEST: localhost ACK# : 13 SEQ# 14
SND  | PKT: DATA DEST: localhost ACK# : 13 SEQ# 14
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 13 SEQ# 14
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 13 SEQ# 14
RECV | PKT: DATA DEST: localhost ACK# : 14 SEQ# 15
SND  | PKT: DATA DEST: localhost ACK# : 14 SEQ# 15
RECV | PKT: DATA DEST: localhost ACK# : 13 SEQ# 14
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 14 SEQ# 15
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 14 SEQ# 15
RECV | PKT: DATA DEST: localhost ACK# : 14 SEQ# 15
SND  | PKT: DATA DEST: localhost ACK# : 14 SEQ# 15
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 15 SEQ# 16
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 15 SEQ# 16
RECV | PKT: DATA DEST: localhost ACK# : 15 SEQ# 16
SND  | PKT: DATA DEST: localhost ACK# : 15 SEQ# 16
RECV | PKT: DATA DEST: localhost ACK# : 13 SEQ# 14
SND  | PKT: DATA DEST: localhost ACK# : 13 SEQ# 14
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 12 SEQ# 13
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 12 SEQ# 13
RECV | PKT: DATA DEST: localhost ACK# : 14 SEQ# 15
SND  | PKT: DATA DEST: localhost ACK# : 14 SEQ# 15
RECV | PKT: DATA DEST: localhost ACK# : 13 SEQ# 14
SND  | PKT: DATA DEST: localhost ACK# : 13 SEQ# 14
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 13 SEQ# 14
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 13 SEQ# 14
RECV | PKT: DATA DEST: localhost ACK# : 14 SEQ# 15
SND  | PKT: DATA DEST: localhost ACK# : 14 SEQ# 15
RECV | PKT: DATA DEST: localhost ACK# : 13 SEQ# 14
SND  | PKT: DATA DEST: localhost ACK# : 13 SEQ# 14
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 14 SEQ# 15
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 14 SEQ# 15
RECV | PKT: DATA DEST: localhost ACK# : 14 SEQ# 15
SND  | PKT: DATA DEST: localhost ACK# : 14 SEQ# 15
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 12 SEQ# 13
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 12 SEQ# 13
RECV | PKT: DATA DEST: localhost ACK# : 15 SEQ# 16
SND  | PKT: DATA DEST: localhost ACK# : 15 SEQ# 16
RECV | PKT: DATA DEST: localhost ACK# : 13 SEQ# 14
SND  | PKT: DATA DEST: localhost ACK# : 13 SEQ# 14
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 13 SEQ# 14
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 13 SEQ# 14
RECV | PKT: DATA DEST: localhost ACK# : 14 SEQ# 15
SND  | PKT: DATA DEST: localhost ACK# : 14 SEQ# 15
RECV | PKT: DATA DEST: localhost ACK# : 13 SEQ# 14
SND  | PKT: DATA DEST: localhost ACK# : 13 SEQ# 14
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 14 SEQ# 15
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 14 SEQ# 15
RECV | PKT: DATA DEST: localhost ACK# : 14 SEQ# 15
SND  | PKT: DATA DEST: localhost ACK# : 14 SEQ# 15
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 12 SEQ# 13
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 12 SEQ# 13
RECV | PKT: DATA DEST: localhost ACK# : 15 SEQ# 16
RECV | PKT: DATA DEST: localhost ACK# : 13 SEQ# 14
SND  | PKT: DATA DEST: localhost ACK# : 13 SEQ# 14
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 13 SEQ# 14
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 13 SEQ# 14
RECV | PKT: DATA DEST: localhost ACK# : 14 SEQ# 15
SND  | PKT: DATA DEST: localhost ACK# : 14 SEQ# 15
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 12 SEQ# 13
RECV | PKT: DATA DEST: localhost ACK# : 15 SEQ# 16
SND  | PKT: DATA DEST: localhost ACK# : 15 SEQ# 16
RECV | PKT: DATA DEST: localhost ACK# : 13 SEQ# 14
SND  | PKT: DATA DEST: localhost ACK# : 13 SEQ# 14
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 13 SEQ# 14
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 13 SEQ# 14
RECV | PKT: DATA DEST: localhost ACK# : 14 SEQ# 15
SND  | PKT: DATA DEST: localhost ACK# : 14 SEQ# 15
RECV | PKT: DATA DEST: localhost ACK# : 13 SEQ# 14
SND  | PKT: DATA DEST: localhost ACK# : 13 SEQ# 14
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 12 SEQ# 13
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 12 SEQ# 13
RECV | PKT: DATA DEST: localhost ACK# : 14 SEQ# 15
SND  | PKT: DATA DEST: localhost ACK# : 14 SEQ# 15
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 13 SEQ# 14
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 13 SEQ# 14
RECV | PKT: DATA DEST: localhost ACK# : 15 SEQ# 16
SND  | PKT: DATA DEST: localhost ACK# : 15 SEQ# 16
RECV | PKT: DATA DEST: localhost ACK# : 13 SEQ# 14
SND  | PKT: DATA DEST: localhost ACK# : 13 SEQ# 14
RECV | PKT: DATA DEST: localhost ACK# : 13 SEQ# 14
SND  | PKT: DATA DEST: localhost ACK# : 13 SEQ# 14
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 16 SEQ# 17
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 16 SEQ# 17
RECV | PKT: DATA DEST: localhost ACK# : 14 SEQ# 15
SND  | PKT: DATA DEST: localhost ACK# : 14 SEQ# 15
RECV | PKT: DATA DEST: localhost ACK# : 15 SEQ# 16
SND  | PKT: DATA DEST: localhost ACK# : 15 SEQ# 16
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 17 SEQ# 18
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 17 SEQ# 18
RECV | PKT: DATA DEST: localhost ACK# : 16 SEQ# 17
SND  | PKT: DATA DEST: localhost ACK# : 16 SEQ# 17
RECV | PKT: DATA DEST: localhost ACK# : 17 SEQ# 18
SND  | PKT: DATA DEST: localhost ACK# : 17 SEQ# 18
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 18 SEQ# 19
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 18 SEQ# 19
RECV | PKT: DATA DEST: localhost ACK# : 18 SEQ# 19
SND  | PKT: DATA DEST: localhost ACK# : 18 SEQ# 19
RECV | PKT: DATA DEST: localhost ACK# : 19 SEQ# 20
SND  | PKT: DATA DEST: localhost ACK# : 19 SEQ# 20
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 19 SEQ# 20
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 19 SEQ# 20
RECV | PKT: DATA DEST: localhost ACK# : 17 SEQ# 18
SND  | PKT: DATA DEST: localhost ACK# : 17 SEQ# 18
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 12 SEQ# 13
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 12 SEQ# 13
RECV | PKT: DATA DEST: localhost ACK# : 18 SEQ# 19
SND  | PKT: DATA DEST: localhost ACK# : 18 SEQ# 19
RECV | PKT: DATA DEST: localhost ACK# : 17 SEQ# 18
SND  | PKT: DATA DEST: localhost ACK# : 17 SEQ# 18
RECV | PKT: DATA DEST: localhost ACK# : 18 SEQ# 19
SND  | PKT: DATA DEST: localhost ACK# : 18 SEQ# 19
RECV | PKT: DATA DEST: localhost ACK# : 17 SEQ# 18
SND  | PKT: DATA DEST: localhost ACK# : 17 SEQ# 18
RECV | PKT: DATA DEST: localhost ACK# : 18 SEQ# 19
SND  | PKT: DATA DEST: localhost ACK# : 18 SEQ# 19
RECV | PKT: DATA DEST: localhost ACK# : 19 SEQ# 20
SND  | PKT: DATA DEST: localhost ACK# : 19 SEQ# 20
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 17 SEQ# 18
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 17 SEQ# 18
RECV | PKT: DATA DEST: localhost ACK# : 17 SEQ# 18
SND  | PKT: DATA DEST: localhost ACK# : 17 SEQ# 18
RECV | PKT: DATA DEST: localhost ACK# : 17 SEQ# 18
SND  | PKT: DATA DEST: localhost ACK# : 17 SEQ# 18
RECV | PKT: DATA DEST: localhost ACK# : 18 SEQ# 19
SND  | PKT: DATA DEST: localhost ACK# : 18 SEQ# 19
RECV | PKT: DATA DEST: localhost ACK# : 19 SEQ# 20
SND  | PKT: DATA DEST: localhost ACK# : 19 SEQ# 20
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 14 SEQ# 15
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 14 SEQ# 15
RECV | PKT: DATA DEST: localhost ACK# : 17 SEQ# 18
SND  | PKT: DATA DEST: localhost ACK# : 17 SEQ# 18
RECV | PKT: DATA DEST: localhost ACK# : 19 SEQ# 20
SND  | PKT: DATA DEST: localhost ACK# : 19 SEQ# 20
RECV | PKT: DATA DEST: localhost ACK# : 18 SEQ# 19
SND  | PKT: DATA DEST: localhost ACK# : 18 SEQ# 19
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 14 SEQ# 15
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 14 SEQ# 15
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 13 SEQ# 14
RECV | PKT: DATA DEST: localhost ACK# : 17 SEQ# 18
SND  | PKT: DATA DEST: localhost ACK# : 17 SEQ# 18
RECV | PKT: DATA DEST: localhost ACK# : 19 SEQ# 20
SND  | PKT: DATA DEST: localhost ACK# : 19 SEQ# 20
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 13 SEQ# 14
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 13 SEQ# 14
RECV | PKT: DATA DEST: localhost ACK# : 17 SEQ# 18
SND  | PKT: DATA DEST: localhost ACK# : 17 SEQ# 18
RECV | PKT: DATA DEST: localhost ACK# : 18 SEQ# 19
SND  | PKT: DATA DEST: localhost ACK# : 18 SEQ# 19
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 13 SEQ# 14
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 13 SEQ# 14
RECV | PKT: DATA DEST: localhost ACK# : 17 SEQ# 18
SND  | PKT: DATA DEST: localhost ACK# : 17 SEQ# 18
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 14 SEQ# 15
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 14 SEQ# 15
RECV | PKT: DATA DEST: localhost ACK# : 18 SEQ# 19
SND  | PKT: DATA DEST: localhost ACK# : 18 SEQ# 19
RECV | PKT: DATA DEST: localhost ACK# : 17 SEQ# 18
SND  | PKT: DATA DEST: localhost ACK# : 17 SEQ# 18
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 13 SEQ# 14
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 13 SEQ# 14
RECV | PKT: DATA DEST: localhost ACK# : 18 SEQ# 19
SND  | PKT: DATA DEST: localhost ACK# : 18 SEQ# 19
RECV | PKT: DATA DEST: localhost ACK# : 17 SEQ# 18
SND  | PKT: DATA DEST: localhost ACK# : 17 SEQ# 18
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 14 SEQ# 15
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 14 SEQ# 15
RECV | PKT: DATA DEST: localhost ACK# : 18 SEQ# 19
SND  | PKT: DATA DEST: localhost ACK# : 18 SEQ# 19
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 15 SEQ# 16
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 15 SEQ# 16
RECV | PKT: DATA DEST: localhost ACK# : 19 SEQ# 20
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 13 SEQ# 14
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 13 SEQ# 14
RECV | PKT: DATA DEST: localhost ACK# : 17 SEQ# 18
SND  | PKT: DATA DEST: localhost ACK# : 17 SEQ# 18
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 14 SEQ# 15
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 14 SEQ# 15
RECV | PKT: DATA DEST: localhost ACK# : 18 SEQ# 19
SND  | PKT: DATA DEST: localhost ACK# : 18 SEQ# 19
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 13 SEQ# 14
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 13 SEQ# 14
RECV | PKT: DATA DEST: localhost ACK# : 19 SEQ# 20
SND  | PKT: DATA DEST: localhost ACK# : 19 SEQ# 20
RECV | PKT: DATA DEST: localhost ACK# : 17 SEQ# 18
SND  | PKT: DATA DEST: localhost ACK# : 17 SEQ# 18
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 14 SEQ# 15
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 14 SEQ# 15
RECV | PKT: DATA DEST: localhost ACK# : 18 SEQ# 19
SND  | PKT: DATA DEST: localhost ACK# : 18 SEQ# 19
RECV | PKT: DATA DEST: localhost ACK# : 17 SEQ# 18
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 15 SEQ# 16
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 15 SEQ# 16
RECV | PKT: DATA DEST: localhost ACK# : 18 SEQ# 19
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 13 SEQ# 14
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 13 SEQ# 14
RECV | PKT: DATA DEST: localhost ACK# : 19 SEQ# 20
SND  | PKT: DATA DEST: localhost ACK# : 19 SEQ# 20
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 13 SEQ# 14
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 13 SEQ# 14
RECV | PKT: DATA DEST: localhost ACK# : 17 SEQ# 18
SND  | PKT: DATA DEST: localhost ACK# : 17 SEQ# 18
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 14 SEQ# 15
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 14 SEQ# 15
RECV | PKT: DATA DEST: localhost ACK# : 18 SEQ# 19
SND  | PKT: DATA DEST: localhost ACK# : 18 SEQ# 19
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 15 SEQ# 16
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 15 SEQ# 16
RECV | PKT: DATA DEST: localhost ACK# : 19 SEQ# 20
SND  | PKT: DATA DEST: localhost ACK# : 19 SEQ# 20
RECV | PKT: DATA DEST: localhost ACK# : 17 SEQ# 18
SND  | PKT: DATA DEST: localhost ACK# : 17 SEQ# 18
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 16 SEQ# 17
RECV | PKT: DATA DEST: localhost ACK# : 18 SEQ# 19
SND  | PKT: DATA DEST: localhost ACK# : 18 SEQ# 19
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 17 SEQ# 18
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 17 SEQ# 18
RECV | PKT: DATA DEST: localhost ACK# : 19 SEQ# 20
SND  | PKT: DATA DEST: localhost ACK# : 19 SEQ# 20
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 18 SEQ# 19
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 18 SEQ# 19
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 19 SEQ# 20
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 19 SEQ# 20
RECV | PKT: DATA DEST: localhost ACK# : 20 SEQ# 21
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 17 SEQ# 18
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 17 SEQ# 18
RECV | PKT: DATA DEST: localhost ACK# : 21 SEQ# 22
SND  | PKT: DATA DEST: localhost ACK# : 21 SEQ# 22
RECV | PKT: DATA DEST: localhost ACK# : 19 SEQ# 20
SND  | PKT: DATA DEST: localhost ACK# : 19 SEQ# 20
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 18 SEQ# 19
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 18 SEQ# 19
RECV | PKT: DATA DEST: localhost ACK# : 20 SEQ# 21
SND  | PKT: DATA DEST: localhost ACK# : 20 SEQ# 21
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 17 SEQ# 18
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 17 SEQ# 18
RECV | PKT: DATA DEST: localhost ACK# : 21 SEQ# 22
SND  | PKT: DATA DEST: localhost ACK# : 21 SEQ# 22
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 18 SEQ# 19
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 18 SEQ# 19
RECV | PKT: DATA DEST: localhost ACK# : 22 SEQ# 23
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 17 SEQ# 18
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 17 SEQ# 18
RECV | PKT: DATA DEST: localhost ACK# : 23 SEQ# 24
SND  | PKT: DATA DEST: localhost ACK# : 23 SEQ# 24
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 18 SEQ# 19
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 18 SEQ# 19
RECV | PKT: DATA DEST: localhost ACK# : 24 SEQ# 25
SND  | PKT: DATA DEST: localhost ACK# : 24 SEQ# 25
RECV | PKT: DATA DEST: localhost ACK# : 19 SEQ# 20
SND  | PKT: DATA DEST: localhost ACK# : 19 SEQ# 20
RECV | PKT: DATA DEST: localhost ACK# : 20 SEQ# 21
SND  | PKT: DATA DEST: localhost ACK# : 20 SEQ# 21
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 17 SEQ# 18
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 17 SEQ# 18
RECV | PKT: DATA DEST: localhost ACK# : 25 SEQ# 26
SND  | PKT: DATA DEST: localhost ACK# : 25 SEQ# 26
RECV | PKT: DATA DEST: localhost ACK# : 22 SEQ# 23
